,stop_id,stop_name,type,location,in_lines,identifier
291,1980291,Dimitroffstrasse,strassenbahn,"52.536198395743384, 13.43305330311556","['24', '28']",nan
292,1980292,Dimitroffstrasse,strassenbahn,"52.539215728844226, 13.42421962115618","['20', '71', '72']",nan
293,1980293,Dimitroffstrasse,u-bahn,"52.541666666667,13.412222222222",['A'],Q571382
294,1980294,Dolomitenstrasse,bus,"52.56142249168458, 13.404195228458164",['50'],nan
295,1980295,Dominicusstrasse,bus,"52.481845594274056, 13.348295976204904","['65', '75', '48']",nan
296,1980296,Donnersmarckplatz,bus,"52.62982465046043, 13.28047497184123","['15', '12']",nan
297,1980297,Dorfstrasse,strassenbahn,"52.4785253,13.6950292",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66564222
298,1980298,Dr. Wilhelm-Külz-Strasse,bus,"52.46622633660755, 13.700755982362814",['61'],nan
299,1980299,Drakestrasse,bus,"52.43129851364018, 13.30971175416101",['53'],nan
300,1980300,Drakestrasse,bus,"52.439789082027474, 13.300246115143795",['85'],nan
301,1980301,Drakestrasse,bus,"52.445663118820534, 13.293766125661357","['11', '48']",nan
302,1980302,Drewitz,bus,"52.383210942095026, 13.122280120317033",['E'],nan
303,1980303,Drontheimerstrasse,bus,"52.55658565363752, 13.377068634643702",['14'],nan
304,1980304,Dudenstrasse,bus,"52.485078406979376, 13.376567552300232",['28'],nan
305,1980305,Dyrotzerstrasse,bus,"52.541533204193215, 13.168717392964442",['63'],nan
306,1980306,Düppel-Süd,bus,"52.423091212760234, 13.233043898233506",['3'],nan
307,1980307,Düppelstrasse,bus,"52.46050228641594, 13.327668795336404",['84'],nan
308,1980308,Eberswalderstrasse,strassenbahn,"52.5401928,13.4113979","['13', '21', '4']",Q65088313
309,1980309,Edelweißstrasse,bus,"52.58637603770021, 13.367525194816494","['45', '55']",nan
310,1980310,Edisonstrasse,strassenbahn,"52.4619496,13.5139049",['19'],Q65951882
311,1980311,Efeuweg,bus,"52.42961975739112, 13.47788675809725",['52'],nan
312,1980312,Egelpfuhlstrasse,bus,"52.53353984351533, 13.169416926784528","['80', '31']",nan
313,1980313,Ehrenmal Schönholz,bus,"52.580179307507684, 13.375830702482576","['45', '55']",nan
314,1980314,Eichborndamm,bus,"52.59189972544546, 13.326509287366479","['12', '12E', '14']",nan
315,1980315,Eichbornstrasse,s-bahn,"52.5776,13.3169",['KBS 153'],Q800500
316,1980316,Eichbuschplatz,bus,"52.39366126137233, 13.582046308470128",['38'],nan
317,1980317,Eichendamm,strassenbahn,"52.4557019,13.730965",['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],Q66980691
318,1980318,Eichholzbahn,bus,"52.53745641909849, 13.149835716602464",['31'],nan
319,1980319,Eichhorster Weg,bus,"52.60003194903096, 13.341216343271132","['64', '22']",nan
320,1980320,Eichkamp Dauerwaldweg,bus,"52.48910045407201, 13.259629130168845",['69'],nan
321,1980321,Eichwalde,s-bahn,"52.3715,13.6152","['KBS 141', 'KBS 110']",Q19274479
322,1980322,Eisenacherstrasse,bus,"52.446763982320256, 13.402055874121041",['33'],nan
323,1980323,Eisenacherstrasse,bus,"52.49468880545909, 13.349802236493753",['50'],nan
324,1980324,Eisenacherstrasse,u-bahn,"52.489444444444,13.350277777778",['7'],Q571170
325,1980325,"Eiswald-/Emmerichstrasse, Hochschule",bus,"52.4276733720371, 13.355227466541969",['30'],nan
326,1980326,Eiswaldstrasse,bus,"52.42768407828006, 13.355221272560957",['32'],nan
327,1980327,Elisabeth-Friedhof,bus,"52.5606565984888, 13.387868890755703",['70'],nan
328,1980328,Elisabethstrasse,bus,"52.534079281753165, 13.559516643069438","['92', '54']",nan
329,1980329,Elisabethstrasse,bus,"52.534314530848086, 13.566386506145411",['95'],nan
330,1980330,Elsflether Weg,bus,"52.53387421969225, 13.1936438306569","['80', '31']",nan
331,1980331,Elsterplatz,bus,"52.47977982878401, 13.285507613099716","['60', '10']",nan
332,1980332,Elsterwerdaer Platz,bus,"52.506069286264314, 13.561702990422047","['8', '35']",nan
333,1980333,Emmentalerstrasse,bus,"52.56753442425038, 13.351220133812342","['12', '12E']",nan
334,1980334,Emmentalerstrasse,bus,"52.57040409711633, 13.360868970172627","['61', '22']",nan
335,1980335,Emmentalerstrasse,bus,"52.57436366539218, 13.368494321270632",['14'],nan
336,1980336,Emser Platz,bus,"52.492072890007414, 13.319251387534207",['50'],nan
337,1980337,Endestrasse,bus,"52.41965961978957, 13.160396994674473",['18'],nan
338,1980338,Entlastungsstrasse,bus,"52.51939151946091, 13.370756955535764",['69'],nan
339,1980339,Erich-Weinert-Klubhaus,strassenbahn,"52.455916,13.5586012","['26', '19', '85', '25', '82']",Q66095725
340,1980340,Erkner,s-bahn,"52.4296,13.7513",['KBS 105'],Q14434071
341,1980341,Erkstrasse/U-Bhf. Rathaus Neukölln,bus,"52.48087081333717, 13.435364974946072",['4'],nan
342,1980342,Ernst-Reuter-Platz,u-bahn,"52.511944444444,13.322222222222",['1'],Q658361
343,1980343,Ernst-Weinert-Klubhaus,strassenbahn,"52.455916,13.5586012",['21'],Q66095725
344,1980344,Eschachstrasse/Ziekowstrasse,bus,"52.59029771885372, 13.289367157414716",['15'],nan
345,1980345,Exerzierstrasse,bus,"52.553756646174705, 13.37716619556309",['61'],nan
346,1980346,Fahlenbergstrasse,bus,"52.431470149043314, 13.718708856639706",['61'],nan
347,1980347,Fahrenheitstrasse,bus,"52.41442729967662, 13.317808293573478",['86'],nan
348,1980348,Falckensteinstrasse,bus,"52.50006740058051, 13.443824961890895",['28'],nan
349,1980349,Falkenberger Chaussee,bus,"52.565814225343445, 13.511924619006814",['39'],nan
350,1980350,Falkenbergerstrasse,bus,"52.55648662489534, 13.486621227706236","['41', '39', '53']",nan
351,1980351,Falkenhöhe,bus,"52.400507029940435, 13.538229483128243",['23'],nan
352,1980352,Falkenplatz,bus,"52.58483834291436, 13.227491413045145","['14E', '20']",nan
353,1980353,Falkenseer Chaussee,bus,"52.54750354783305, 13.184668062763297","['63', '99', '5']",nan
354,1980354,Falkenseer Chaussee/Stadtrandstrasse,bus,"52.553417103891, 13.153520760843469",['5'],nan
355,1980355,Falkenseer Damm,bus,"52.541921441242074, 13.20003803734455",['63'],nan
356,1980356,Falkenseer Platz,bus,"52.54045617500718, 13.203419756102146",['63'],nan
357,1980357,Falkentaler Steig,bus,"52.61956101840572, 13.304151399505054",['15'],nan
358,1980358,Fanningerstrasse,bus,"52.514005623083534, 13.498138966555556",['93'],nan
359,1980359,Fasanenstrasse,strassenbahn,"52.4530423,13.744271",['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],Q66980261
360,1980360,Fehrbelliner Platz,bus,"52.490390927187676, 13.31417745809863","['21', '86']",nan
361,1980361,Fehrbelliner Platz,u-bahn,"52.490277777778,13.314444444444","['2', '7']",Q663245
362,1980362,Feldtmannstrasse,bus,"52.56401588379611, 13.46980857664685",['41'],nan
363,1980363,Fennstrasse,bus,"52.53790305026232, 13.36156749519695",['16'],nan
364,1980364,Feuerbachstrasse,bus,"52.463135641874736, 13.326732020590491",['75'],nan
365,1980365,Filandastrasse,bus,"52.45830016222382, 13.332000437695363",['33'],nan
366,1980366,Finckensteinallee,bus,"52.43271069172293, 13.28705129301604","['85', '84']",nan
367,1980367,Finnensiedlung,bus,"52.45776614181094, 13.150049064089199",['35'],nan
368,1980368,Finsterwalderstrasse,bus,"52.600048458103096, 13.341236103226572",['15'],nan
369,1980369,Fischerhüttenstrasse,bus,"52.43576520834544, 13.256135254159986",['18'],nan
370,1980370,Flankenschanze,bus,"52.54285108073802, 13.198524346220605",['63'],nan
371,1980371,Flottenstrasse,bus,"52.577013821677525, 13.360955072816076",['61'],nan
372,1980372,Flottenstrasse,bus,"52.57854656153007, 13.347242859300291","['12E', '64']",nan
373,1980373,Flughafen Berlin Tegel,bus,"52.55403638121108, 13.293890891657346",['8'],nan
374,1980374,Flughafen Berlin-Schönefeld,s-bahn,"52.3914,13.5128","['KBS 140', 'KBS 115']",Q661069
375,1980375,Flughafen Berlin-Tegel,bus,"52.55403638121108, 13.293890891657346",['9'],nan
376,1980376,Flughafen Schönefeld,bus,"52.391323335655244, 13.51608796588043",['361'],nan
377,1980377,"Flughafen, Inland",bus,"52.342093062255294, 13.510465453623498",['36'],nan
378,1980378,"Flugplatz, Haupteingang",bus,"52.46658956261734, 13.164541627721409","['34', '35']",nan
379,1980379,Flugsteig 15,bus,"52.55399013109914, 13.291000322517526","['9', '8']",nan
380,1980380,Forckenbeckstrasse,bus,"52.482221394934605, 13.290044081376928",['50'],nan
381,1980381,Forststrasse,bus,"52.44018878722606, 13.23646612794553",['53'],nan
382,1980382,Frankenwaldstrasse,bus,"52.54996371596514, 13.171838568952742",['5'],nan
383,1980383,Frankestrasse,bus,"52.49265052375857, 13.532057921698504",['94'],nan
384,1980384,Frankfurter Allee,bus,"52.51348352208039, 13.476830323062508",['93'],nan
385,1980385,Frankfurter Allee,s-bahn,"52.514166666667,13.474722222222","['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']",Q111250033
386,1980386,Frankfurter Allee,u-bahn,"52.513638888889,13.475694444444",['E'],Q3752007
387,1980387,Frankfurter Tor,strassenbahn,"52.5153903,13.4540172","['13', '21', '4']",Q65706246
388,1980388,Frankfurter Tor,u-bahn,"52.515833333333,13.454166666667",['E'],Q568627
389,1980389,Franklinstrasse,bus,"52.522283871477285, 13.328349242353065",['1'],nan
390,1980390,Franz-Jacob-Strasse,strassenbahn,"52.5285069951728, 13.466925730548898","['15', '19', '18', '17']",nan
391,1980391,Franz-Mehring-Platz,bus,"52.51371039681593, 13.437822888670022",['30'],nan
392,1980392,Franzensbaderstrasse/Sportplatz,bus,"52.48531047979718, 13.284276944205017",['29'],nan
393,1980393,Französischestrasse,bus,"52.51477056481976, 13.389185172689716",['79'],nan
394,1980394,Fredersdorf (b Bln),s-bahn,"52.5265,13.7625",['KBS 100'],Q15197387
395,1980395,Freibad Grünau,strassenbahn,"52.4086224,13.604455",['86'],Q66489598
396,1980396,Freie Scholle,bus,"52.599851537868666, 13.301736158422598",['20'],nan
397,1980397,Freiheit,strassenbahn,"52.44751245016566, 13.575397816761088",['19'],nan
398,1980398,Freiheit 42/43,bus,"52.5305888635336, 13.224095725446475",['56'],nan
399,1980399,Friedenauer Brücke,bus,"52.467136873118974, 13.33767977795157","['84', '25']",nan
400,1980400,Friedenstrasse,bus,"52.417223782342035, 13.138950169993388",['6'],nan
401,1980401,Friedrich-Junge-Strasse,bus,"52.49382897072681, 13.471572865851856",['34'],nan
402,1980402,Friedrich-Olbricht-Damm,bus,"52.54441142183259, 13.313159139083618",['23'],nan
403,1980403,Friedrich-Wilhelm-Platz,u-bahn,"52.47194,13.32861",['9'],Q559207
404,1980404,Friedrich-Wilhelm-Strasse,bus,"52.45895211969007, 13.376248282408774",['96'],nan
405,1980405,Friedrichsfelde,u-bahn,"52.506111111111,13.512777777778",['E'],Q429781
406,1980406,Friedrichsfelde Ost,s-bahn,"52.5141,13.5198","['KBS 100', 'KBS 101']",Q800473
407,1980407,Friedrichshagen,s-bahn,"52.4574,13.6233",['KBS 105'],Q800474
408,1980408,Friedrichsrodaerstrasse,bus,"52.4201108132188, 13.359007420818845",['32'],nan
409,1980409,Friedrichstrasse,bus,"52.51718498081941, 13.388821428784585","['9', '32']",nan
410,1980410,Friedrichstrasse,s-bahn,"52.52027777777778,13.386944444444444","['KBS 105', 'KBS 115', 'KBS 100', 'KBS 110', 'KBS 152', 'KBS 156', 'KBS 153']",Q111219456
411,1980411,Friedrichstrasse,u-bahn,"52.520111111111,13.388305555556",['6'],Q3753274
412,1980412,Friedrichstrasse/U-Bhf. Kochstrasse,bus,"52.506461639098845, 13.39051870297674",['29'],nan
413,1980413,Friesenstrasse,bus,"52.483950604682775, 13.394359749805426",['4'],nan
414,1980414,Fritz-Erler-Allee,bus,"52.425820619613276, 13.483152637127983","['25', '52']",nan
415,1980415,Frohnau,s-bahn,"52.6325,13.2902",['KBS 152'],Q800472
416,1980416,Frohnau Invalidensiedlung,bus,"52.65520839664635, 13.284793871557998",['15'],nan
417,1980417,Fronhofer-/Wrangelstrasse,bus,"52.45432970776737, 13.318802488731677",['86'],nan
418,1980418,Fronhoferstrasse,bus,"52.4536095013498, 13.319123581679202",['84'],nan
419,1980419,Fronhoferstrasse/Wrangelstrasse,bus,"52.45432970776737, 13.318802488731677",['88'],nan
420,1980420,Fuldastrasse,bus,"52.483802510465225, 13.435884392882318",['95'],nan
421,1980421,Fährstrasse,bus,"52.607046957760666, 13.21078222815492","['14E', '14']",nan
422,1980422,Fürstenbrunner Weg/Friedhof,bus,"52.52418583721669, 13.279290457923098",['10'],nan
423,1980423,Fürstendamm,bus,"52.633201285794975, 13.29168257304951",['12E'],nan
424,1980424,Gabrielenstrasse,bus,"52.5948594090207, 13.279545908495535",['20'],nan
425,1980425,Galenstrasse,bus,"52.535513174510704, 13.195323305598267","['63', '5']",nan
426,1980426,Gardeschützenweg,bus,"52.44269703422099, 13.296991593442124","['11', '85']",nan
427,1980427,Gartenfelderstrasse,bus,"52.54416414332362, 13.247054939968866","['55', '10', '99']",nan
428,1980428,Gartenstadtweg,bus,"52.412313913821045, 13.56660267841369",['36'],nan
429,1980429,Garystrasse,bus,"52.4442077967708, 13.28357204535823",['11'],nan
430,1980430,Gatow Kirche,bus,"52.48658875560032, 13.182345187620795",['35'],nan
431,1980431,"Gatow, Kirche",bus,"52.48684680676539, 13.18215147844503",['34'],nan
432,1980432,Gatowerstrasse,bus,"52.489436255649245, 13.180387588417426","['94', '97', '34', '35']",nan
433,1980433,"Gatowerstrasse ""Biberburg""",bus,"52.49797592518819, 13.180036801876797","['34', '35']",nan
434,1980434,Geflügelsteig,bus,"52.40509575868019, 13.490612934623142",['57'],nan
435,1980435,Gehringstrasse,bus,"52.56216163837131, 13.468446044017584","['45', '56']",nan
436,1980436,Gehsenerstrasse,bus,"52.46321577871702, 13.58365868698432",['27'],nan
437,1980437,Geibelstrasse,bus,"52.49351434160696, 13.405865390190371",['28'],nan
438,1980438,Geibelstrasse/Urban-Krankenhaus,bus,"52.49479123527596, 13.406648041036469",['95'],nan
439,1980439,Gemeinde-Zentrum,bus,"52.59643859073574, 13.351715376359108",['22'],nan
440,1980440,Gemeindefriedhof,bus,"52.57293803082037, 13.34166243791318",['61'],nan
441,1980441,Gemeindefriedhof,bus,"52.59833165955323, 13.215509615640908",['14E'],nan
442,1980442,Gemeindezentrum,bus,"52.59650422528956, 13.352130648813059",['62'],nan
443,1980443,Genfenbergstrasse,bus,"52.51750221401804, 13.197731492020262",['97'],nan
444,1980444,Genferstrasse,bus,"52.56900243790613, 13.356352056641578",['8'],nan
445,1980445,Genslerstrasse,bus,"52.53422697165157, 13.496979463218665","['54', '48']",nan
446,1980446,Genslerstrasse,strassenbahn,"52.5343884,13.4948777","['11', '12']",Q65640299
447,1980447,Gersdorfstrasse,bus,"52.4497135211621, 13.366843463731259",['33'],nan
448,1980448,Gesundbrunnen,s-bahn,"52.548611111111,13.389444444444","['KBS 153', 'KBS 152']",Q111239092
449,1980449,Gesundbrunnen,u-bahn,"52.548611,13.389444",['8'],Q3761416
450,1980450,Geygerstrasse,bus,"52.47976469123224, 13.444053924636787",['95'],nan
451,1980451,Giesensdorferstrasse,bus,"52.42400068709971, 13.31440991636864",['86'],nan
452,1980452,Gitschinerstrasse,bus,"52.49813710118797, 13.39367521589463",['41'],nan
453,1980453,Gitschinerstrasse,bus,"52.49835268572559, 13.395892294792292",['95'],nan
454,1980454,Gleisdreieck,u-bahn,"52.49952,13.37409",['1'],Q678372
455,1980455,Glienicke Gutshof,bus,"52.47526152065717, 13.120610836844609",['34'],nan
456,1980456,"Glienicke, Kirche",bus,"52.63062737184449, 13.312861916755343",['7'],nan
457,1980457,Glienicker Brücke,bus,"52.413474089031965, 13.091235881924467",['6'],nan
458,1980458,Glienicker Weg,bus,"52.42911840822696, 13.550747599297186",['23'],nan
459,1980459,Gliensteig,bus,"52.55955215458691, 13.177291674100829",['63'],nan
460,1980460,Gneisenaustrasse,u-bahn,"52.491388888889,13.395555555556",['7'],Q668618
461,1980461,Goebelplatz,bus,"52.53812718171093, 13.27991414794248",['23'],nan
462,1980462,Goebenstrasse,bus,"52.49352617261973, 13.366079955859773",['19'],nan
463,1980463,Goebenstrasse,bus,"52.49432104446879, 13.361075538452589","['84', '75', '48']",nan
464,1980464,Goerzallee,bus,"52.42198671722762, 13.298478688518832","['85', '53']",nan
465,1980465,Goethepark,strassenbahn,"52.470862,13.6885591",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66564231
466,1980466,Goethestrasse,bus,"52.40437395250698, 13.406194791584095",['76E'],nan
467,1980467,Goethestrasse,strassenbahn,"52.4555753,13.7263905",['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'],Q66980872
468,1980468,Gorkistrasse,bus,"52.59059426195262, 13.292011153010927",['20'],nan
469,1980469,Gotenstrasse,bus,"52.47544911672171, 13.359851155294415",['65'],nan
470,1980470,Gotthardstrasse,bus,"52.56628742362028, 13.339139315236876","['8', '64']",nan
471,1980471,Gottlieb-Dunkel-Strasse,bus,"52.46047500564911, 13.417979057824004",['25'],nan
472,1980472,Gotzkowskystrasse,bus,"52.527175382748375, 13.33054791755954",['23'],nan
473,1980473,Grabensprung,bus,"52.49796135202633, 13.55542240450611",['35'],nan
474,1980474,Gradestrasse,bus,"52.45253783133086, 13.4330277622881",['25'],nan
475,1980475,Grazer Platz,bus,"52.46714786852433, 13.344179308164394",['25'],nan
476,1980476,Greifswalderstrasse,bus,"52.530034573162204, 13.626829299933483",['44'],nan
477,1980477,Greifswalderstrasse,bus,"52.54129394662311, 13.438891154043352",['56'],nan
478,1980478,Greifswalderstrasse,s-bahn,"52.539722222222,13.439444444444","['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']",Q439246
479,1980479,Greifswalderstrasse,strassenbahn,"52.5364975,13.4334045","['13', '21', '4']",Q65548960
480,1980480,Greinerstrasse/Dederingstrasse,bus,"52.43670205861796, 13.37209191098168",['81'],nan
481,1980481,Grellstrasse,bus,"52.54566404757848, 13.427807153394088",['56'],nan
482,1980482,Grenadierstrasse,bus,"52.530981925368565, 13.205371761701368","['80', '31', '5']",nan
483,1980483,Grenzallee,bus,"52.47029008909428, 13.464648179097418",['65'],nan
484,1980484,Grenzallee,u-bahn,"52.463333333333,13.443888888889",['7'],Q571836
485,1980485,Grimmelshausenstrasse,bus,"52.45303649357869, 13.127161227036714",['35E'],nan
486,1980486,Grimmstrasse,bus,"52.398478487745884, 13.406451050741552",['76E'],nan
487,1980487,Grimmstrasse,bus,"52.49189559637106, 13.412879626389314",['95'],nan
488,1980488,Gritznerstrasse,bus,"52.46438146098689, 13.316483335491945",['33'],nan
489,1980489,Grottkauerstrasse,bus,"52.52747689361331, 13.606500303391726",['60'],nan
490,1980490,Groß-Glienicker Weg,bus,"52.48314168800522, 13.182649808839098","['34', '35', '34E']",nan
491,1980491,Groß-Ziethener-Ch.,bus,"52.410472559817045, 13.479414283129158",['57'],nan
492,1980492,Groß-Ziethener-Strasse,bus,"52.39430930301034, 13.411034857603847",['79'],nan
493,1980493,Großbeerenstrasse,bus,"52.49366889465351, 13.383531559754024",['19'],nan
494,1980494,Großbeerenstrasse,bus,"52.49899269436089, 13.385321352334506",['24'],nan
495,1980495,Großer Stern,bus,"52.51471344339627, 13.349987328429489","['16', '69']",nan
496,1980496,Grumbkowstrasse,bus,"52.59081479417949, 13.419895078886073",['33'],nan
497,1980497,Grunewald,s-bahn,"52.4892,13.2614",['KBS 156'],Q457266
498,1980498,Grunewald Fontanestrasse,bus,"52.48764743893716, 13.263943281681717",['17'],nan
499,1980499,Grunewald Roseneck,bus,"52.475832942010044, 13.282326941329416","['50', '19']",nan
500,1980500,"Grunewald, Roseneck",bus,"52.47580089902253, 13.282411270445099",['29'],nan
501,1980501,Grunewaldstrasse,bus,"52.48907804007202, 13.345000249198607",['85'],nan
502,1980502,Grätzwalde,strassenbahn,"52.4738933,13.7134019",['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf'],Q66552987
503,1980503,Grünau,s-bahn,"52.4122,13.5746","['KBS 141', 'KBS 110']",Q324777
504,1980504,Grünbergallee,s-bahn,"52.3992,13.5416","['KBS 140', 'KBS 115']",Q5612896
505,1980505,Grünbergerstrasse,strassenbahn,"52.5122359,13.452609",['4'],Q65706239
506,1980506,Grüner Weg,bus,"52.42955863550208, 13.453590733350595","['41', '25']",nan
507,1980507,Grünhofer Weg,bus,"52.534302716812704, 13.18775030784576","['80', '31']",nan
508,1980508,Grünstrasse,strassenbahn,"52.44496772124069, 13.574134773392572","['26', '86', '84', '21', '85', '83']",nan
509,1980509,Gustav-Müller-Platz,bus,"52.483564682706586, 13.361433684488112",['84'],nan
510,1980510,Gutshof Marienfeld,bus,"52.408557224431995, 13.376664128444137",['52'],nan
511,1980511,Göllweg,bus,"52.419168041416384, 13.398459522103638",['76E'],nan
512,1980512,Görlitzer Bahnhof (Oranienstrasse),u-bahn,"52.4992,13.428",['1'],Q597759
513,1980513,Güntzelstrasse,bus,"52.49154575346882, 13.323206588873013",['60'],nan
514,1980514,Güntzelstrasse,u-bahn,"52.49194,13.33083",['9'],Q571563
515,1980515,Güterbahn Ruhleben,bus,"52.528463786145274, 13.221054867506954","['80', '31', '5', '35']",nan
516,1980516,Habichtstrasse/Strandbad,bus,"52.58584168347821, 13.2325834411171",['14E'],nan
517,1980517,Habichtswald,bus,"52.47956121753944, 13.142152412425958",['34E'],nan
518,1980518,Hackbuschstrasse,bus,"52.53959956967987, 13.150244533066292",['31'],nan
519,1980519,Hackerscher Markt,strassenbahn,"52.5238354,13.402603",['20'],Q65094590
520,1980520,Hackescher Markt,strassenbahn,"52.5238354,13.402603","['15', '24', '71', '63', '72', '49']",Q65094590
521,1980521,"Hackescher Markt""",strassenbahn,"52.5238354,13.402603",['28'],Q65094590
522,1980522,Hagenplatz,bus,"52.483382973651, 13.265818700272884",['17'],nan
523,1980523,Hakenfelde Aalemannufer,bus,"52.57317659817781, 13.217773260185606",['97'],nan
524,1980524,Halemweg,bus,"52.53821272416298, 13.286713503416276",['23'],nan
525,1980525,Halemweg,u-bahn,"52.536666666667,13.286388888889",['7'],Q571025
526,1980526,Hallesches Tor,u-bahn,"52.497777777778,13.391111111111","['1', '6']",Q658302
527,1980527,Halskestrasse,bus,"52.449975911659585, 13.34671540590703",['17'],nan
528,1980528,Hamburger Platz,bus,"52.555394187589414, 13.438973139463632","['45', '56']",nan
529,1980529,Hampsteadstrasse,bus,"52.43082935146337, 13.259259141051635",['1'],nan
530,1980530,Hans-Beimler-Strasse,bus,"52.52515376382797, 13.419905951093401",['32'],nan
531,1980531,Hans-Beimler-Strasse,strassenbahn,"52.5255473,13.4202755","['11', '63', '18']",Q65548984
532,1980532,Hans-Beimlerstrasse,strassenbahn,"52.5255473,13.4202755",['15'],Q65548984
533,1980533,Hansaplatz,u-bahn,"52.517777777778,13.342222222222",['9'],Q287552
534,1980534,Harburger Weg,bus,"52.53331049970506, 13.163165096763427","['80', '31']",nan
535,1980535,Hartlebenstrasse,strassenbahn,"52.4566822,13.6324878",['25'],Q66363202
536,1980536,Hartmannsweiler Weg,bus,"52.43871188132932, 13.248833836243495",['53'],nan
537,1980537,Haselhorster Damm,bus,"52.54707556922512, 13.236790392928848","['55', '13', '10']",nan
538,1980538,Haupthalle,bus,"52.55215743105169, 13.293862366303594","['9', '8']",nan
539,1980539,Hauptstrasse,bus,"52.48189961451138, 13.348451031942695",['4'],nan
540,1980540,Hauptstrasse,strassenbahn,"52.49911536933863, 13.480658310279543",['13'],nan
541,1980541,Hauptstrasse,strassenbahn,"52.50155559438059, 13.475250558286046",['21'],nan
542,1980542,Hausvogteiplatz,u-bahn,"52.513055555556,13.396666666667",['A'],Q656523
543,1980543,Havelblick,bus,"52.60198867886582, 13.210115307087476",['14E'],nan
544,1980544,"Havelhöhe, Krankenhaus",bus,"52.46269634246782, 13.158668657391756","['34', '35']",nan
545,1980545,Haydnstrasse,bus,"52.447125268727255, 13.315264231850549",['84'],nan
546,1980546,Heckerdamm,bus,"52.53962816572025, 13.295048454368684",['23'],nan
547,1980547,Heerstrasse,bus,"52.515448440041354, 13.184617989755766",['34'],nan
548,1980548,Heerstrasse,bus,"52.516681444146954, 13.179074894670572",['13'],nan
549,1980549,Heerstrasse Ecke Reimerweg,bus,"52.52185290480752, 13.154325747514633",['94'],nan
550,1980550,Heerstrasse/Stadtgrenze,bus,"52.52866541956905, 13.122497644636924",['97'],nan
551,1980551,Heidelberger Platz,u-bahn,"52.479808333333,13.313236111111",['2'],Q21777872
552,1980552,Heiligensee,s-bahn,"52.6247,13.2292",['KBS 153'],Q800475
553,1980553,Heiligenseestrasse,bus,"52.61129233483152, 13.217409582039851","['13', '14']",nan
554,1980554,Heiligenseestrasse/Gabelung,bus,"52.59986227773425, 13.251985191364742",['20'],nan
555,1980555,Heinersdorf,strassenbahn,"52.5725511,13.4371063",['71'],Q65096052
556,1980556,"Heinersdorf, Kirche",bus,"52.568251990817764, 13.440484539756532","['42', '31', '55']",nan
557,1980557,"Heinersdorf, Kirche",strassenbahn,"52.5686908,13.4389053",['71'],Q65096107
558,1980558,Heinrich-Mann-Platz,bus,"52.57297246262195, 13.392146133350426",['45'],nan
559,1980559,Heinrich-Mann-Strasse,bus,"52.57112932974108, 13.398022674909079",['55'],nan
560,1980560,Hellersdorf,bus,"52.53960892831625, 13.5919553649653",['95'],nan
561,1980561,Hennigsdorferstrasse,bus,"52.62645591553446, 13.227536420581599",['14'],nan
562,1980562,Henriettenplatz,bus,"52.49701780222877, 13.290339505649852","['29', '4', '19', '10', '69']",nan
563,1980563,Herbertstrasse/BSC-Sportplatz,bus,"52.48592765814362, 13.284252743983183",['10'],nan
564,1980564,Hermann-Duncker-Strasse,strassenbahn,"52.4789566,13.5234316","['21', '82']",Q65951921
565,1980565,Hermannplatz,bus,"52.48778872855567, 13.425393480017616","['95', '41', '75']",nan
566,1980566,Hermannplatz,u-bahn,"52.48629,13.42455","['8', '7']",Q658929
567,1980567,"Hermannplatz""",bus,"52.48778872855567, 13.425393480017616",['75'],nan
568,1980568,Hermannstrasse,bus,"52.46646251945033, 13.431890719360734",['65'],nan
569,1980569,Hermannstrasse/U-Bhf. Boddinstrasse,bus,"52.48013245590942, 13.425241582806905",['4'],nan
570,1980570,Hermsdorf,s-bahn,"52.6178,13.3069",['KBS 152'],Q263189
571,1980571,Hermsdorfer Damm,bus,"52.599883148643556, 13.281299020234579",['15'],nan
572,1980572,Hermsdorfer Damm,bus,"52.622436342455615, 13.312864109919186","['12', '12E']",nan
573,1980573,Hermsdorfer Friedhof,bus,"52.62649354690516, 13.290747444282744",['15'],nan
574,1980574,Hermsdorferstrasse,bus,"52.59361417204346, 13.321244588114943","['12', '14']",nan
575,1980575,Hermsdorferstrasse,bus,"52.604616135087134, 13.326600468324967",['22'],nan
576,1980576,Hertzbergplatz,bus,"52.477487105395774, 13.448598156816837",['95'],nan
577,1980577,Herzbergstrasse,bus,"52.52658888540259, 13.490778333520318",['30'],nan
578,1980578,Herzbergstrasse,strassenbahn,"52.52657851285749, 13.490537826697876","['15', '20', '17']",Q65685127
579,1980579,Herzbergstrasse,strassenbahn,"52.52668864635021, 13.479824769123358","['12', '3', '29']",
580,1980580,Hessenwinkel,bus,"52.430136769038455, 13.730987779637607",['61'],nan
581,1980581,Heubnerweg,bus,"52.52334631976074, 13.288644133285885",['87'],nan
582,1980582,Hildburghauserstrasse,bus,"52.4125084179002, 13.361394552947699",['30'],nan
